LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1734243488.243570,447123.000,5306,2,AK,1,100,RD
1734243490.800099,449679.500,6143,2,AK,1,100,5307
1734243493.356629,452236.000,6143,2,AK,1,100,RD
1734243493.358129,452237.500,6145,2,AK,1,100,5307
1734243493.359629,452239.000,6145,2,AK,1,100,RD
1734243495.915658,454795.000,6985,2,AK,1,100,6146
1734243498.471688,457351.000,6985,2,AK,1,100,RD
1734243498.474188,457353.500,6987,2,AK,1,100,6146
1734243498.476688,457356.000,6987,2,AK,1,100,RD
1734243498.498188,457377.500,6990,2,AK,1,100,6988
1734243498.519689,457399.000,6990,2,AK,1,100,RD
1734243501.047718,459927.000,7827,2,AK,1,100,6988
1734243503.575747,462455.000,7827,2,AK,1,100,RD
1734243503.606747,462486.000,7830,2,AK,1,100,7828
1734243503.637748,462517.000,7830,2,AK,1,100,RD
1734243506.160777,465040.000,8668,2,AK,1,100,7828
1734243508.683806,467563.000,8668,2,AK,1,100,RD
1734243508.707306,467586.500,8671,2,AK,1,100,8669
1734243508.730807,467610.000,8671,2,AK,1,100,RD
1734243511.262836,470142.000,9508,2,AK,1,100,8669
1734243513.794865,472674.000,9508,2,AK,1,100,RD
1734243513.810365,472689.500,9511,2,AK,1,100,9509
1734243513.825866,472705.000,9511,2,AK,1,100,RD
1734243516.364395,475243.500,10348,2,AK,1,100,9509
1734243518.902924,477782.000,10348,2,AK,1,100,RD
1734243518.918424,477797.500,10351,2,AK,1,100,10349
1734243518.933925,477813.000,10351,2,AK,1,100,RD
1734243521.472954,480352.000,11184,2,AK,1,100,10349
1734243524.011983,482891.000,11184,2,AK,1,100,RD
1734243524.022984,482902.000,11187,2,AK,1,100,11185
1734243524.033984,482913.000,11187,2,AK,1,100,RD
1734243526.591513,485470.500,12038,2,AK,1,100,11185
1734243529.149043,488028.000,12038,2,AK,1,100,RD
1734243531.718072,490597.000,12881,2,AK,1,100,12039
1734243534.287102,493166.000,12881,2,AK,1,100,RD
1734243534.288602,493167.500,12883,2,AK,1,100,12039
1734243534.290102,493169.000,12883,2,AK,1,100,RD
1734243536.849132,495728.000,13721,2,AK,1,100,12884
1734243539.408161,498287.000,13721,2,AK,1,100,RD
1734243539.409661,498288.500,13723,2,AK,1,100,12884
1734243539.411161,498290.000,13723,2,AK,1,100,RD
1734243539.425162,498304.000,13726,2,AK,1,100,13724
1734243539.439162,498318.000,13726,2,AK,1,100,RD
1734243541.977691,500856.500,14565,2,AK,1,100,13724
1734243544.516220,503395.000,14565,2,AK,1,100,RD
1734243544.535221,503414.000,14568,2,AK,1,100,14566
1734243544.554221,503433.000,14568,2,AK,1,100,RD
1734243547.089750,505968.500,15405,2,AK,1,100,14566
1734243549.625279,508504.000,15405,2,AK,1,100,RD
1734243552.194809,511073.500,16243,2,AK,1,100,15406
1734243554.764339,513643.000,16243,2,AK,1,100,RD
1734243554.765339,513644.000,16245,2,AK,1,100,15406
1734243554.766339,513645.000,16245,2,AK,1,100,RD
1734243554.779839,513658.500,16248,2,AK,1,100,16246
1734243554.793339,513672.000,16248,2,AK,1,100,RD
1734243557.332869,516211.500,17087,2,AK,1,100,16246
1734243559.872398,518751.000,17087,2,AK,1,100,RD
1734243562.429427,521308.000,17926,2,AK,1,100,17088
1734243564.986457,523865.000,17926,2,AK,1,100,RD
1734243567.548487,526427.000,18764,2,AK,1,100,17927
1734243570.110516,528989.000,18764,2,AK,1,100,RD
1734243570.111516,528990.000,18766,2,AK,1,100,17927
1734243570.112516,528991.000,18766,2,AK,1,100,RD
1734243570.133017,529011.500,18769,2,AK,1,100,18767
1734243570.153517,529032.000,18769,2,AK,1,100,RD
1734243572.685546,531564.000,19605,2,AK,1,100,18767
1734243575.217575,534096.000,19605,2,AK,1,100,RD
1734243577.784605,536663.000,20444,2,AK,1,100,19606
1734243580.351635,539230.000,20444,2,AK,1,100,RD
1734243580.353135,539231.500,20446,2,AK,1,100,19606
1734243580.354635,539233.000,20446,2,AK,1,100,RD
1734243582.907164,541785.500,21272,2,AK,1,100,20447
1734243585.459694,544338.000,21272,2,AK,1,100,RD
1734243585.460694,544339.000,21274,2,AK,1,100,20447
1734243585.461694,544340.000,21274,2,AK,1,100,RD
1734243585.492694,544371.000,21277,2,AK,1,100,21275
1734243585.523694,544402.000,21277,2,AK,1,100,RD
1734243588.046224,546924.500,22099,2,AK,1,100,21275
1734243590.568753,549447.000,22099,2,AK,1,100,RD
1734243593.121782,552000.000,22920,2,AK,1,100,22100
