LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1734243976.956219,935830.000,20296,4,DC,2,100,1
1734243976.982219,935856.000,20296,4,DC,2,100,EL
1734243977.008220,935882.000,20296,4,DC,2,100,1
1734243977.033220,935907.000,20314,4,DC,2,100,EA
1734243977.058220,935932.000,20314,4,DC,2,100,2
1734243977.083220,935957.000,20314,4,DC,2,100,EL
1734243977.108221,935982.000,20314,4,DC,2,100,2
1734243977.133221,936007.000,20331,4,DC,2,100,EA
1734243977.158221,936032.000,20331,4,DC,2,100,1
1734243977.183222,936057.000,20331,4,DC,2,100,EL
1734243977.208222,936082.000,20331,4,DC,2,100,1
1734243977.234722,936108.500,20348,4,DC,2,100,EA
1734243977.261223,936135.000,20348,4,DC,2,100,2
1734243977.287723,936161.500,20348,4,DC,2,100,EL
1734243977.314223,936188.000,20348,4,DC,2,100,2
1734243977.338473,936212.250,20365,4,DC,2,100,EA
1734243977.362724,936236.500,20365,4,DC,2,100,1
1734243977.386974,936260.750,20365,4,DC,2,100,EL
1734243977.411224,936285.000,20365,4,DC,2,100,1
1734243977.437225,936311.000,20383,4,DC,2,100,EA
1734243977.463225,936337.000,20383,4,DC,2,100,2
1734243977.489225,936363.000,20383,4,DC,2,100,EL
1734243977.515225,936389.000,20383,4,DC,2,100,2
1734243977.539976,936413.750,20400,4,DC,2,100,EA
1734243977.564726,936438.500,20400,4,DC,2,100,1
1734243977.589476,936463.250,20400,4,DC,2,100,EL
1734243977.614227,936488.000,20400,4,DC,2,100,1
1734243977.639727,936513.500,20418,4,DC,2,100,EA
1734243977.665227,936539.000,20418,4,DC,2,100,2
1734243977.690727,936564.500,20418,4,DC,2,100,EL
1734243977.716228,936590.000,20418,4,DC,2,100,2
1734243977.742228,936616.000,20434,4,DC,2,100,EA
1734243977.768228,936642.000,20434,4,DC,2,100,1
1734243977.794229,936668.000,20434,4,DC,2,100,EL
1734243977.820229,936694.000,20434,4,DC,2,100,1
1734243977.844979,936718.750,20452,4,DC,2,100,EA
1734243977.869730,936743.500,20452,4,DC,2,100,2
1734243977.894480,936768.250,20452,4,DC,2,100,EL
1734243977.919230,936793.000,20452,4,DC,2,100,2
1734243977.946730,936820.500,20470,4,DC,2,100,EA
1734243977.974231,936848.000,20470,4,DC,2,100,2
1734243978.001731,936875.500,20470,4,DC,2,100,EL
1734243978.029231,936903.000,20470,4,DC,2,100,2
1734243978.051982,936925.750,20488,4,DC,2,100,EA
1734243978.074732,936948.500,20488,4,DC,2,100,1
1734243978.097482,936971.250,20488,4,DC,2,100,EL
1734243978.120232,936994.000,20488,4,DC,2,100,1
1734243978.145733,937019.500,20503,4,DC,2,100,EA
1734243978.171233,937045.000,20503,4,DC,2,100,2
1734243978.196733,937070.500,20503,4,DC,2,100,EL
1734243978.222234,937096.000,20503,4,DC,2,100,2
1734243978.248484,937122.250,20522,4,DC,2,100,EA
1734243978.274734,937148.500,20522,4,DC,2,100,1
1734243978.300985,937174.750,20522,4,DC,2,100,EL
1734243978.327235,937201.000,20522,4,DC,2,100,1
1734243978.352735,937226.500,20539,4,DC,2,100,EA
1734243978.378235,937252.000,20539,4,DC,2,100,2
1734243978.403736,937277.500,20539,4,DC,2,100,EL
1734243978.429236,937303.000,20539,4,DC,2,100,2
1734243978.453736,937327.500,20557,4,DC,2,100,EA
1734243978.478237,937352.000,20557,4,DC,2,100,1
1734243978.502737,937376.500,20557,4,DC,2,100,EL
1734243978.527237,937401.000,20557,4,DC,2,100,1
1734243978.552737,937426.500,20573,4,DC,2,100,EA
1734243978.578238,937452.000,20573,4,DC,2,100,2
1734243978.603738,937477.500,20573,4,DC,2,100,EL
1734243978.629238,937503.000,20573,4,DC,2,100,2
1734243978.654239,937528.000,20591,4,DC,2,100,EA
1734243978.679239,937553.000,20591,4,DC,2,100,1
1734243978.704239,937578.000,20591,4,DC,2,100,EL
1734243978.729239,937603.000,20591,4,DC,2,100,1
1734243978.755240,937629.000,20608,4,DC,2,100,EA
1734243978.781240,937655.000,20608,4,DC,2,100,2
1734243978.807240,937681.000,20608,4,DC,2,100,EL
1734243978.833241,937707.000,20608,4,DC,2,100,2
1734243978.857741,937731.500,20626,4,DC,2,100,EA
1734243978.882241,937756.000,20626,4,DC,2,100,1
1734243978.906742,937780.500,20626,4,DC,2,100,EL
1734243978.931242,937805.000,20626,4,DC,2,100,1
1734243978.957242,937831.000,20642,4,DC,2,100,EA
1734243978.983243,937857.000,20642,4,DC,2,100,2
1734243979.009243,937883.000,20642,4,DC,2,100,EL
1734243979.035243,937909.000,20642,4,DC,2,100,2
1734243979.060493,937934.250,20660,4,DC,2,100,EA
1734243979.085744,937959.500,20660,4,DC,2,100,1
1734243979.110994,937984.750,20660,4,DC,2,100,EL
1734243979.136244,938010.000,20660,4,DC,2,100,1
1734243979.161745,938035.500,20679,4,DC,2,100,EA
1734243979.187245,938061.000,20679,4,DC,2,100,2
1734243979.212745,938086.500,20679,4,DC,2,100,EL
1734243979.238245,938112.000,20679,4,DC,2,100,2
1734243979.263746,938137.500,20698,4,DC,2,100,EA
1734243979.289246,938163.000,20698,4,DC,2,100,1
1734243979.314746,938188.500,20698,4,DC,2,100,EL
1734243979.340247,938214.000,20698,4,DC,2,100,1
1734243979.365497,938239.250,20715,4,DC,2,100,EA
1734243979.390747,938264.500,20715,4,DC,2,100,2
1734243979.415998,938289.750,20715,4,DC,2,100,EL
1734243979.441248,938315.000,20715,4,DC,2,100,2
1734243979.466498,938340.250,20733,4,DC,2,100,EA
1734243979.491748,938365.500,20733,4,DC,2,100,1
1734243979.516999,938390.750,20733,4,DC,2,100,EL
1734243979.542249,938416.000,20733,4,DC,2,100,1
1734243979.568249,938442.000,20751,4,DC,2,100,EA
1734243979.594249,938468.000,20751,4,DC,2,100,2
1734243979.620250,938494.000,20751,4,DC,2,100,EL
1734243979.646250,938520.000,20751,4,DC,2,100,2
1734243979.670500,938544.250,20769,4,DC,2,100,EA
1734243979.694751,938568.500,20769,4,DC,2,100,1
1734243979.719001,938592.750,20769,4,DC,2,100,EL
1734243979.743251,938617.000,20769,4,DC,2,100,1
1734243979.769252,938643.000,20784,4,DC,2,100,EA
1734243979.795252,938669.000,20784,4,DC,2,100,2
1734243979.821252,938695.000,20784,4,DC,2,100,EL
1734243979.847252,938721.000,20784,4,DC,2,100,2
1734243979.872503,938746.250,20802,4,DC,2,100,EA
1734243979.897753,938771.500,20802,4,DC,2,100,1
1734243979.923003,938796.750,20802,4,DC,2,100,EL
1734243979.948254,938822.000,20802,4,DC,2,100,1
1734243979.973754,938847.500,20820,4,DC,2,100,EA
1734243979.999254,938873.000,20820,4,DC,2,100,2
1734243980.024755,938898.500,20820,4,DC,2,100,EL
1734243980.050255,938924.000,20820,4,DC,2,100,2
1734243980.075005,938948.750,20838,4,DC,2,100,EA
1734243980.099755,938973.500,20838,4,DC,2,100,1
1734243980.124506,938998.250,20838,4,DC,2,100,EL
1734243980.149256,939023.000,20838,4,DC,2,100,1
1734243980.175006,939048.750,20854,4,DC,2,100,EA
1734243980.200757,939074.500,20854,4,DC,2,100,2
1734243980.226507,939100.250,20854,4,DC,2,100,EL
1734243980.252257,939126.000,20854,4,DC,2,100,2
1734243980.278008,939151.750,20872,4,DC,2,100,EA
1734243980.303758,939177.500,20872,4,DC,2,100,2
1734243980.329508,939203.250,20872,4,DC,2,100,EL
1734243980.355258,939229.000,20872,4,DC,2,100,2
1734243980.380259,939254.000,20889,4,DC,2,100,EA
1734243980.405259,939279.000,20889,4,DC,2,100,1
1734243980.430259,939304.000,20889,4,DC,2,100,EL
1734243980.455260,939329.000,20889,4,DC,2,100,1
1734243980.482010,939355.750,20907,4,DC,2,100,EA
1734243980.508760,939382.500,20907,4,DC,2,100,2
1734243980.535510,939409.250,20907,4,DC,2,100,EL
1734243980.562261,939436.000,20907,4,DC,2,100,2
1734243980.585761,939459.500,20925,4,DC,2,100,EA
1734243980.609261,939483.000,20925,4,DC,2,100,1
1734243980.632761,939506.500,20925,4,DC,2,100,EL
1734243980.656262,939530.000,20925,4,DC,2,100,1
1734243980.681762,939555.500,20941,4,DC,2,100,EA
1734243980.707262,939581.000,20941,4,DC,2,100,2
1734243980.732763,939606.500,20941,4,DC,2,100,EL
1734243980.758263,939632.000,20941,4,DC,2,100,2
1734243980.784013,939657.750,20958,4,DC,2,100,EA
1734243980.809763,939683.500,20958,4,DC,2,100,1
1734243980.835514,939709.250,20958,4,DC,2,100,EL
1734243980.861264,939735.000,20958,4,DC,2,100,1
1734243980.886765,939760.500,20977,4,DC,2,100,EA
1734243980.912265,939786.000,20977,4,DC,2,100,2
1734243980.937765,939811.500,20977,4,DC,2,100,EL
1734243980.963265,939837.000,20977,4,DC,2,100,2
1734243980.988016,939861.750,20994,4,DC,2,100,EA
1734243981.012766,939886.500,20994,4,DC,2,100,1
1734243981.037516,939911.250,20994,4,DC,2,100,EL
1734243981.062266,939936.000,20994,4,DC,2,100,1
1734243981.088517,939962.250,21010,4,DC,2,100,EA
1734243981.114767,939988.500,21010,4,DC,2,100,2
1734243981.141017,940014.750,21010,4,DC,2,100,EL
1734243981.167268,940041.000,21010,4,DC,2,100,2
1734243981.191768,940065.500,21027,4,DC,2,100,EA
1734243981.216268,940090.000,21027,4,DC,2,100,1
1734243981.240768,940114.500,21027,4,DC,2,100,EL
1734243981.265269,940139.000,21027,4,DC,2,100,1
1734243981.291019,940164.750,21046,4,DC,2,100,EA
1734243981.316769,940190.500,21046,4,DC,2,100,2
1734243981.342520,940216.250,21046,4,DC,2,100,EL
1734243981.368270,940242.000,21046,4,DC,2,100,2
1734243981.393270,940267.000,21063,4,DC,2,100,EA
1734243981.418271,940292.000,21063,4,DC,2,100,1
1734243981.443271,940317.000,21063,4,DC,2,100,EL
1734243981.468271,940342.000,21063,4,DC,2,100,1
1734243981.493772,940367.500,21079,4,DC,2,100,EA
1734243981.519272,940393.000,21079,4,DC,2,100,2
1734243981.544772,940418.500,21079,4,DC,2,100,EL
1734243981.570272,940444.000,21079,4,DC,2,100,2
1734243981.596273,940470.000,21097,4,DC,2,100,EA
1734243981.622273,940496.000,21097,4,DC,2,100,1
1734243981.648273,940522.000,21097,4,DC,2,100,EL
1734243981.674273,940548.000,21097,4,DC,2,100,1
1734243981.699274,940573.000,21115,4,DC,2,100,EA
1734243981.724274,940598.000,21115,4,DC,2,100,2
1734243981.749274,940623.000,21115,4,DC,2,100,EL
1734243981.774275,940648.000,21115,4,DC,2,100,2
1734243981.799275,940673.000,21132,4,DC,2,100,EA
1734243981.824275,940698.000,21132,4,DC,2,100,1
1734243981.849276,940723.000,21132,4,DC,2,100,EL
1734243981.874276,940748.000,21132,4,DC,2,100,1
1734243981.900526,940774.250,21149,4,DC,2,100,EA
1734243981.926776,940800.500,21149,4,DC,2,100,2
1734243981.953027,940826.750,21149,4,DC,2,100,EL
1734243981.979277,940853.000,21149,4,DC,2,100,2
1734243982.003777,940877.500,21166,4,DC,2,100,EA
1734243982.028278,940902.000,21166,4,DC,2,100,1
1734243982.052778,940926.500,21166,4,DC,2,100,EL
1734243982.077278,940951.000,21166,4,DC,2,100,1
1734243982.103029,940976.750,21184,4,DC,2,100,EA
1734243982.128779,941002.500,21184,4,DC,2,100,2
1734243982.154529,941028.250,21184,4,DC,2,100,EL
1734243982.180279,941054.000,21184,4,DC,2,100,2
1734243982.205280,941079.000,21201,4,DC,2,100,EA
1734243982.230280,941104.000,21201,4,DC,2,100,1
1734243982.255280,941129.000,21201,4,DC,2,100,EL
1734243982.280281,941154.000,21201,4,DC,2,100,1
1734243982.306031,941179.750,21219,4,DC,2,100,EA
1734243982.331781,941205.500,21219,4,DC,2,100,2
1734243982.357532,941231.250,21219,4,DC,2,100,EL
1734243982.383282,941257.000,21219,4,DC,2,100,2
1734243982.408282,941282.000,21235,4,DC,2,100,EA
1734243982.433282,941307.000,21235,4,DC,2,100,1
1734243982.458283,941332.000,21235,4,DC,2,100,EL
1734243982.483283,941357.000,21235,4,DC,2,100,1
1734243982.508783,941382.500,21253,4,DC,2,100,EA
1734243982.534283,941408.000,21253,4,DC,2,100,2
1734243982.559784,941433.500,21253,4,DC,2,100,EL
1734243982.585284,941459.000,21253,4,DC,2,100,2
1734243982.613034,941486.750,21271,4,DC,2,100,EA
1734243982.640785,941514.500,21271,4,DC,2,100,2
1734243982.668535,941542.250,21271,4,DC,2,100,EL
1734243982.696285,941570.000,21271,4,DC,2,100,2
1734243982.719036,941592.750,21289,4,DC,2,100,EA
1734243982.741786,941615.500,21289,4,DC,2,100,1
1734243982.764536,941638.250,21289,4,DC,2,100,EL
1734243982.787287,941661.000,21289,4,DC,2,100,1
1734243982.812787,941686.500,21304,4,DC,2,100,EA
1734243982.838287,941712.000,21304,4,DC,2,100,2
1734243982.863787,941737.500,21304,4,DC,2,100,EL
1734243982.889287,941763.000,21304,4,DC,2,100,2
1734243982.915288,941789.000,21323,4,DC,2,100,EA
1734243982.941288,941815.000,21323,4,DC,2,100,1
1734243982.967288,941841.000,21323,4,DC,2,100,EL
1734243982.993289,941867.000,21323,4,DC,2,100,1
1734243983.018789,941892.500,21340,4,DC,2,100,EA
1734243983.044289,941918.000,21340,4,DC,2,100,2
1734243983.069790,941943.500,21340,4,DC,2,100,EL
1734243983.095290,941969.000,21340,4,DC,2,100,2
1734243983.120290,941994.000,21358,4,DC,2,100,EA
1734243983.145291,942019.000,21358,4,DC,2,100,1
1734243983.170291,942044.000,21358,4,DC,2,100,EL
1734243983.195291,942069.000,21358,4,DC,2,100,1
1734243983.221541,942095.250,21374,4,DC,2,100,EA
1734243983.247792,942121.500,21374,4,DC,2,100,2
1734243983.274042,942147.750,21374,4,DC,2,100,EL
1734243983.300292,942174.000,21374,4,DC,2,100,2
1734243983.324793,942198.500,21392,4,DC,2,100,EA
1734243983.349293,942223.000,21392,4,DC,2,100,1
1734243983.373793,942247.500,21392,4,DC,2,100,EL
1734243983.398293,942272.000,21392,4,DC,2,100,1
1734243983.423794,942297.500,21409,4,DC,2,100,EA
1734243983.449294,942323.000,21409,4,DC,2,100,2
1734243983.474794,942348.500,21409,4,DC,2,100,EL
1734243983.500295,942374.000,21409,4,DC,2,100,2
1734243983.525295,942399.000,21427,4,DC,2,100,EA
1734243983.550295,942424.000,21427,4,DC,2,100,1
1734243983.575295,942449.000,21427,4,DC,2,100,EL
1734243983.600296,942474.000,21427,4,DC,2,100,1
1734243983.625796,942499.500,21443,4,DC,2,100,EA
1734243983.651296,942525.000,21443,4,DC,2,100,2
1734243983.676797,942550.500,21443,4,DC,2,100,EL
1734243983.702297,942576.000,21443,4,DC,2,100,2
1734243983.728297,942602.000,21461,4,DC,2,100,EA
1734243983.754297,942628.000,21461,4,DC,2,100,1
1734243983.780298,942654.000,21461,4,DC,2,100,EL
1734243983.806298,942680.000,21461,4,DC,2,100,1
1734243983.830798,942704.500,21478,4,DC,2,100,EA
1734243983.855299,942729.000,21478,4,DC,2,100,2
1734243983.879799,942753.500,21478,4,DC,2,100,EL
1734243983.904299,942778.000,21478,4,DC,2,100,2
1734243983.929800,942803.500,21497,4,DC,2,100,EA
1734243983.955300,942829.000,21497,4,DC,2,100,1
1734243983.980800,942854.500,21497,4,DC,2,100,EL
1734243984.006300,942880.000,21497,4,DC,2,100,1
1734243984.031551,942905.250,21512,4,DC,2,100,EA
1734243984.056801,942930.500,21512,4,DC,2,100,2
1734243984.082051,942955.750,21512,4,DC,2,100,EL
1734243984.107302,942981.000,21512,4,DC,2,100,2
1734243984.132552,943006.250,21530,4,DC,2,100,EA
1734243984.157802,943031.500,21530,4,DC,2,100,1
1734243984.183053,943056.750,21530,4,DC,2,100,EL
1734243984.208303,943082.000,21530,4,DC,2,100,1
1734243984.234303,943108.000,21548,4,DC,2,100,EA
1734243984.260303,943134.000,21548,4,DC,2,100,2
1734243984.286304,943160.000,21548,4,DC,2,100,EL
1734243984.312304,943186.000,21548,4,DC,2,100,2
1734243984.336554,943210.250,21568,4,DC,2,100,EA
1734243984.360805,943234.500,21568,4,DC,2,100,1
1734243984.385055,943258.750,21568,4,DC,2,100,EL
1734243984.409305,943283.000,21568,4,DC,2,100,1
1734243984.435305,943309.000,21583,4,DC,2,100,EA
1734243984.461306,943335.000,21583,4,DC,2,100,2
1734243984.487306,943361.000,21583,4,DC,2,100,EL
1734243984.513306,943387.000,21583,4,DC,2,100,2
1734243984.538557,943412.250,21601,4,DC,2,100,EA
1734243984.563807,943437.500,21601,4,DC,2,100,1
1734243984.589057,943462.750,21601,4,DC,2,100,EL
1734243984.614308,943488.000,21601,4,DC,2,100,1
1734243984.639808,943513.500,21619,4,DC,2,100,EA
1734243984.665308,943539.000,21619,4,DC,2,100,2
1734243984.690808,943564.500,21619,4,DC,2,100,EL
1734243984.716309,943590.000,21619,4,DC,2,100,2
1734243984.741059,943614.750,21637,4,DC,2,100,EA
1734243984.765809,943639.500,21637,4,DC,2,100,1
1734243984.790560,943664.250,21637,4,DC,2,100,EL
1734243984.815310,943689.000,21637,4,DC,2,100,1
1734243984.841060,943714.750,21653,4,DC,2,100,EA
1734243984.866811,943740.500,21653,4,DC,2,100,2
1734243984.892561,943766.250,21653,4,DC,2,100,EL
1734243984.918311,943792.000,21653,4,DC,2,100,2
1734243984.944061,943817.750,21671,4,DC,2,100,EA
1734243984.969812,943843.500,21671,4,DC,2,100,2
1734243984.995562,943869.250,21671,4,DC,2,100,EL
1734243985.021312,943895.000,21671,4,DC,2,100,2
1734243985.046313,943920.000,21688,4,DC,2,100,EA
1734243985.071313,943945.000,21688,4,DC,2,100,1
1734243985.096313,943970.000,21688,4,DC,2,100,EL
1734243985.121313,943995.000,21688,4,DC,2,100,1
1734243985.148064,944021.750,21706,4,DC,2,100,EA
1734243985.174814,944048.500,21706,4,DC,2,100,2
1734243985.201564,944075.250,21706,4,DC,2,100,EL
1734243985.228315,944102.000,21706,4,DC,2,100,2
1734243985.251815,944125.500,21724,4,DC,2,100,EA
1734243985.275315,944149.000,21724,4,DC,2,100,1
1734243985.298815,944172.500,21724,4,DC,2,100,EL
1734243985.322316,944196.000,21724,4,DC,2,100,1
1734243985.347816,944221.500,21740,4,DC,2,100,EA
1734243985.373316,944247.000,21740,4,DC,2,100,2
1734243985.398817,944272.500,21740,4,DC,2,100,EL
1734243985.424317,944298.000,21740,4,DC,2,100,2
1734243985.450067,944323.750,21757,4,DC,2,100,EA
1734243985.475817,944349.500,21757,4,DC,2,100,1
1734243985.501568,944375.250,21757,4,DC,2,100,EL
1734243985.527318,944401.000,21757,4,DC,2,100,1
1734243985.552818,944426.500,21776,4,DC,2,100,EA
1734243985.578319,944452.000,21776,4,DC,2,100,2
1734243985.603819,944477.500,21776,4,DC,2,100,EL
1734243985.629319,944503.000,21776,4,DC,2,100,2
1734243985.654070,944527.750,21793,4,DC,2,100,EA
1734243985.678820,944552.500,21793,4,DC,2,100,1
1734243985.703570,944577.250,21793,4,DC,2,100,EL
1734243985.728320,944602.000,21793,4,DC,2,100,1
1734243985.754571,944628.250,21809,4,DC,2,100,EA
1734243985.780821,944654.500,21809,4,DC,2,100,2
1734243985.807071,944680.750,21809,4,DC,2,100,EL
1734243985.833322,944707.000,21809,4,DC,2,100,2
1734243985.858072,944731.750,21826,4,DC,2,100,EA
1734243985.882822,944756.500,21826,4,DC,2,100,1
1734243985.907573,944781.250,21826,4,DC,2,100,EL
1734243985.932323,944806.000,21826,4,DC,2,100,1
1734243985.957573,944831.250,21845,4,DC,2,100,EA
1734243985.982823,944856.500,21845,4,DC,2,100,2
1734243986.008074,944881.750,21845,4,DC,2,100,EL
1734243986.033324,944907.000,21845,4,DC,2,100,2
1734243986.058324,944932.000,21862,4,DC,2,100,EA
1734243986.083324,944957.000,21862,4,DC,2,100,1
1734243986.108325,944982.000,21862,4,DC,2,100,EL
1734243986.133325,945007.000,21862,4,DC,2,100,1
1734243986.158825,945032.500,21878,4,DC,2,100,EA
1734243986.184326,945058.000,21878,4,DC,2,100,2
1734243986.209826,945083.500,21878,4,DC,2,100,EL
1734243986.235326,945109.000,21878,4,DC,2,100,2
1734243986.261577,945135.250,21896,4,DC,2,100,EA
1734243986.287827,945161.500,21896,4,DC,2,100,1
1734243986.314077,945187.750,21896,4,DC,2,100,EL
1734243986.340328,945214.000,21896,4,DC,2,100,1
1734243986.364578,945238.250,21914,4,DC,2,100,EA
1734243986.388828,945262.500,21914,4,DC,2,100,2
1734243986.413078,945286.750,21914,4,DC,2,100,EL
1734243986.437329,945311.000,21914,4,DC,2,100,2
1734243986.462829,945336.500,21931,4,DC,2,100,EA
1734243986.488329,945362.000,21931,4,DC,2,100,1
1734243986.513829,945387.500,21931,4,DC,2,100,EL
1734243986.539330,945413.000,21931,4,DC,2,100,1
1734243986.564830,945438.500,21948,4,DC,2,100,EA
1734243986.590330,945464.000,21948,4,DC,2,100,2
1734243986.615831,945489.500,21948,4,DC,2,100,EL
1734243986.641331,945515.000,21948,4,DC,2,100,2
1734243986.666581,945540.250,21965,4,DC,2,100,EA
1734243986.691832,945565.500,21965,4,DC,2,100,1
1734243986.717082,945590.750,21965,4,DC,2,100,EL
1734243986.742332,945616.000,21965,4,DC,2,100,1
1734243986.768332,945642.000,21983,4,DC,2,100,EA
1734243986.794333,945668.000,21983,4,DC,2,100,2
1734243986.820333,945694.000,21983,4,DC,2,100,EL
1734243986.846333,945720.000,21983,4,DC,2,100,2
1734243986.870834,945744.500,22000,4,DC,2,100,EA
1734243986.895334,945769.000,22000,4,DC,2,100,1
1734243986.919834,945793.500,22000,4,DC,2,100,EL
1734243986.944335,945818.000,22000,4,DC,2,100,1
1734243986.970085,945843.750,22018,4,DC,2,100,EA
1734243986.995835,945869.500,22018,4,DC,2,100,2
1734243987.021585,945895.250,22018,4,DC,2,100,EL
1734243987.047336,945921.000,22018,4,DC,2,100,2
1734243987.072336,945946.000,22034,4,DC,2,100,EA
1734243987.097336,945971.000,22034,4,DC,2,100,1
1734243987.122337,945996.000,22034,4,DC,2,100,EL
1734243987.147337,946021.000,22034,4,DC,2,100,1
1734243987.172587,946046.250,22052,4,DC,2,100,EA
1734243987.197837,946071.500,22052,4,DC,2,100,2
1734243987.223088,946096.750,22052,4,DC,2,100,EL
1734243987.248338,946122.000,22052,4,DC,2,100,2
1734243987.273338,946147.000,22070,4,DC,2,100,EA
1734243987.298339,946172.000,22070,4,DC,2,100,1
1734243987.323339,946197.000,22070,4,DC,2,100,EL
1734243987.348339,946222.000,22070,4,DC,2,100,1
1734243987.373839,946247.500,22087,4,DC,2,100,EA
1734243987.399340,946273.000,22087,4,DC,2,100,2
1734243987.424840,946298.500,22087,4,DC,2,100,EL
1734243987.450340,946324.000,22087,4,DC,2,100,2
1734243987.476341,946350.000,22103,4,DC,2,100,EA
1734243987.502341,946376.000,22103,4,DC,2,100,2
1734243987.528341,946402.000,22103,4,DC,2,100,EL
1734243987.554342,946428.000,22103,4,DC,2,100,2
1734243987.579592,946453.250,22122,4,DC,2,100,EA
1734243987.604842,946478.500,22122,4,DC,2,100,1
1734243987.630092,946503.750,22122,4,DC,2,100,EL
1734243987.655343,946529.000,22122,4,DC,2,100,1
1734243987.681843,946555.500,22139,4,DC,2,100,EA
1734243987.708343,946582.000,22139,4,DC,2,100,2
1734243987.734843,946608.500,22139,4,DC,2,100,EL
1734243987.761344,946635.000,22139,4,DC,2,100,2
1734243987.785844,946659.500,22157,4,DC,2,100,EA
1734243987.810344,946684.000,22157,4,DC,2,100,1
1734243987.834845,946708.500,22157,4,DC,2,100,EL
1734243987.859345,946733.000,22157,4,DC,2,100,1
1734243987.884095,946757.750,22173,4,DC,2,100,EA
1734243987.908846,946782.500,22173,4,DC,2,100,2
1734243987.933596,946807.250,22173,4,DC,2,100,EL
1734243987.958346,946832.000,22173,4,DC,2,100,2
1734243987.983846,946857.500,22191,4,DC,2,100,EA
1734243988.009347,946883.000,22191,4,DC,2,100,1
1734243988.034847,946908.500,22191,4,DC,2,100,EL
1734243988.060347,946934.000,22191,4,DC,2,100,1
1734243988.085848,946959.500,22208,4,DC,2,100,EA
1734243988.111348,946985.000,22208,4,DC,2,100,2
1734243988.136848,947010.500,22208,4,DC,2,100,EL
1734243988.162349,947036.000,22208,4,DC,2,100,2
1734243988.187099,947060.750,22226,4,DC,2,100,EA
1734243988.211849,947085.500,22226,4,DC,2,100,1
1734243988.236599,947110.250,22226,4,DC,2,100,EL
1734243988.261350,947135.000,22226,4,DC,2,100,1
1734243988.287600,947161.250,22242,4,DC,2,100,EA
1734243988.313850,947187.500,22242,4,DC,2,100,2
1734243988.340101,947213.750,22242,4,DC,2,100,EL
1734243988.366351,947240.000,22242,4,DC,2,100,2
1734243988.391101,947264.750,22260,4,DC,2,100,EA
1734243988.415851,947289.500,22260,4,DC,2,100,1
1734243988.440602,947314.250,22260,4,DC,2,100,EL
1734243988.465352,947339.000,22260,4,DC,2,100,1
1734243988.490852,947364.500,22277,4,DC,2,100,EA
1734243988.516353,947390.000,22277,4,DC,2,100,2
1734243988.541853,947415.500,22277,4,DC,2,100,EL
1734243988.567353,947441.000,22277,4,DC,2,100,2
1734243988.592354,947466.000,22296,4,DC,2,100,EA
1734243988.617354,947491.000,22296,4,DC,2,100,1
1734243988.642354,947516.000,22296,4,DC,2,100,EL
1734243988.667354,947541.000,22296,4,DC,2,100,1
1734243988.692855,947566.500,22311,4,DC,2,100,EA
1734243988.718355,947592.000,22311,4,DC,2,100,2
1734243988.743855,947617.500,22311,4,DC,2,100,EL
1734243988.769356,947643.000,22311,4,DC,2,100,2
1734243988.795356,947669.000,22329,4,DC,2,100,EA
1734243988.821356,947695.000,22329,4,DC,2,100,1
1734243988.847357,947721.000,22329,4,DC,2,100,EL
1734243988.873357,947747.000,22329,4,DC,2,100,1
1734243988.897857,947771.500,22347,4,DC,2,100,EA
1734243988.922357,947796.000,22347,4,DC,2,100,2
1734243988.946858,947820.500,22347,4,DC,2,100,EL
1734243988.971358,947845.000,22347,4,DC,2,100,2
1734243988.996858,947870.500,22365,4,DC,2,100,EA
1734243989.022358,947896.000,22365,4,DC,2,100,1
1734243989.047859,947921.500,22365,4,DC,2,100,EL
1734243989.073359,947947.000,22365,4,DC,2,100,1
1734243989.098609,947972.250,22380,4,DC,2,100,EA
1734243989.123860,947997.500,22380,4,DC,2,100,2
1734243989.149110,948022.750,22380,4,DC,2,100,EL
1734243989.174360,948048.000,22380,4,DC,2,100,2
1734243989.199610,948073.250,22398,4,DC,2,100,EA
1734243989.224861,948098.500,22398,4,DC,2,100,1
1734243989.250111,948123.750,22398,4,DC,2,100,EL
1734243989.275361,948149.000,22398,4,DC,2,100,1
1734243989.301362,948175.000,22418,4,DC,2,100,EA
1734243989.327362,948201.000,22418,4,DC,2,100,2
1734243989.353362,948227.000,22418,4,DC,2,100,EL
1734243989.379363,948253.000,22418,4,DC,2,100,2
1734243989.403863,948277.500,22436,4,DC,2,100,EA
1734243989.428363,948302.000,22436,4,DC,2,100,1
1734243989.452863,948326.500,22436,4,DC,2,100,EL
1734243989.477364,948351.000,22436,4,DC,2,100,1
1734243989.503114,948376.750,22452,4,DC,2,100,EA
1734243989.528864,948402.500,22452,4,DC,2,100,2
1734243989.554615,948428.250,22452,4,DC,2,100,EL
1734243989.580365,948454.000,22452,4,DC,2,100,2
1734243989.605365,948479.000,22470,4,DC,2,100,EA
1734243989.630366,948504.000,22470,4,DC,2,100,1
1734243989.655366,948529.000,22470,4,DC,2,100,EL
1734243989.680366,948554.000,22470,4,DC,2,100,1
1734243989.705616,948579.250,22487,4,DC,2,100,EA
1734243989.730867,948604.500,22487,4,DC,2,100,2
1734243989.756117,948629.750,22487,4,DC,2,100,EL
1734243989.781367,948655.000,22487,4,DC,2,100,2
