LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1734180228.937451,917101.000,15676,1,BV,1,100,3.92
1734180233.937450,922101.000,16493,1,BV,1,100,3.92
1734180238.936450,927100.000,17331,1,BV,1,100,3.92
1734180243.936449,932100.000,18133,1,BV,1,100,3.92
1734180248.935447,937099.000,18953,1,BV,1,100,3.92
1734180253.935447,942099.000,19775,1,BV,1,100,3.92
1734180258.934446,947098.000,20592,1,BV,1,100,3.92
1734180263.934445,952098.000,21412,1,BV,1,100,3.92
1734180268.933444,957097.000,22230,1,BV,1,100,3.92
1734180273.933443,962097.000,23049,1,BV,1,100,3.92
1734180278.932442,967096.000,23852,1,BV,1,100,3.92
1734180283.932441,972096.000,24687,1,BV,1,100,3.92
1734180288.931440,977095.000,25488,1,BV,1,100,3.92
1734180293.931439,982095.000,26305,1,BV,1,100,3.92
1734180298.930438,987094.000,27124,1,BV,1,100,3.92
1734180303.930437,992094.000,27949,1,BV,1,100,3.91
1734180308.929436,997093.000,28769,1,BV,1,100,3.92
1734180313.929435,1002093.000,29586,1,BV,1,100,3.92
1734180318.928434,1007092.000,30422,1,BV,1,100,3.92
1734180323.928433,1012092.000,31223,1,BV,1,100,3.92
1734180328.927432,1017091.000,32044,1,BV,1,100,3.92
1734180333.927431,1022091.000,32862,1,BV,1,100,3.91
1734180338.926430,1027090.000,33696,1,BV,1,100,3.92
1734180343.926429,1032090.000,34492,1,BV,1,100,3.92
1734180348.925428,1037089.000,35307,1,BV,1,100,3.92
